title,vendor,ingredients_cleaned,description_cleaned,sold_count,90 Day Repurchase Rate
"Single-Edge Kit - Twig, Black",Leaf Shave,,"single-edge blades, precision shaving for lighter hair growth and sensitive skin, razor with stand and blades, people with lighter hair growth and sensitive skin",0,0.0
"Single-Edge Kit - Twig, Chrome",Leaf Shave,,"single-edge blades, precision shaving for lighter hair growth and sensitive skin, razor with stand and blades, people with lighter hair growth and sensitive skin",0,0.0
Sinus Blaster,Erewhon,"horseradish root, echinacea angustifolia root, spilanthes herb, elderberry fruit, garlic bulb, cayenne fruit, peppermint oil, olive leaf, horehound herb, licorice root, goldenseal root, wild cherry bark, osha root, andrographis herb, onion bulb, yarrow herb, honey","horseradish root, echinacea, elderberry, garlic, cayenne, peppermint oil, goldenseal, osha root, andrographis, grain alcohol, organic honey, vegetable glycerin, sinus relief, immune support, tincture, adults",0,0.0
Sinus Support,Beekeeper's Naturals,"bee propolis, quercetin, bromelain, nettle, vegetable capsule, rice flour, magnesium stearate, silica","bee propolis, quercetin, nettle leaf, bromelain, sinus support, capsules, adults",0,0.0
Skin & Body Essentials - Chocolate,Renue By Science,"collagen peptides, taurine, creatine, glycine, tyrosine, trace mineral, vitamin c, biotin, calcium, magnesium, zinc, sodium, potassium, alanine, arginine, aspartic acid, glutamic acid, histidine, hydroxylysine, hydroxyproline, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, valine, silicon dioxide, maltodextrin, stevia, monk fruit","grass-fed collagen peptides, taurine, creatine, glycine, electrolytes, BCAAs, biotin, zinc, vitamin C, calcium, magnesium, potassium, support skin hair nails, reduce tiredness fatigue, support muscle function, maintain hydration, powder, adults",0,0.0
Skin & Body Essentials - Unflavoured,Renue By Science,"collagen peptides, taurine, creatine, glycine, tyrosine, trace mineral, vitamin c, biotin, calcium, magnesium, zinc, sodium, potassium, silicon dioxide, maltodextrin, natural flavors, pink salt, stevia, monk fruit, alanine, arginine, aspartic acid, glutamic acid, histidine, hydroxylysine, hydroxyproline, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, valine","grass-fed collagen peptides, taurine, creatine, glycine, electrolytes, BCAAs, biotin, vitamin C, calcium, magnesium, zinc, support skin hair bones teeth, reduce tiredness fatigue, protect cells from oxidative stress, support muscle function hydration, powder, general adult use",0,0.0
Skin + Digestion Formula,JSHealth Vitamins,"calcium citrate, microcrystalline cellulose, dicalcium phosphate, glutamine, silicon dioxide, lysine hydrochloride, hydroxypropyl methylcellulose, hydroxypropyl cellulose, talc, calcium carbonate, copper complex of chlorophyllin, glycerol, pectin, acacia gum, quercetin dihydrate, ascorbic acid, arctium lappa root extract, croscarmellose sodium, d-alpha tocopheryl acetate, calendula officinalis flower extract, magnesium stearate, riboflavin 5-phosphate sodium, calcium pantothenate, zinc citrate, zingiber officinale root extract, curcuma longa root extract, pyridoxine hydrochloride","Vitamin C, Zinc, Calcium, Riboflavin (Vitamin B2), support skin health, support digestive comfort, tablet, adults",0,0.0
Skin + Gut,Glōci,"probiotic, hyaluronic acid, prickly pear, vitamin c, zinc, magnesium, coconut water, sea salt, lemon juice, citric acid, lemon, rice hull, monk fruit, mint","Probiotic DE111®, Hyaluronic Acid, Vitamin C, Prickly Pear, Magnesium, Zinc, Sea Salt, Coconut Water Powder, promotes healthy glowing skin, reduces fine lines and wrinkles, supports gut health, reduces bloating, hydration, drinkable supplement, adults",2,0.0
Skin Cleanser - Original,Nutribiotic,"water, sodium laureth sulfate, cocamidopropyl betaine, aloe barbadensis leaf powder, glycerin, rosmarinus officinalis leaf, salvia officinalis leaf, tussilago farfara, achillea millefolium, melissa officinalis, althaea officinalis root, glycyrrhiza glabra root, thymus vulgaris, equisetum arvense leaf, citrus paradisi seed extract, hydroxypropyl methylcellulose, citric acid, sodium benzoate, potassium sorbate, allantoin, mentha piperita oil","aloe vera, grapefruit seed extract, gentle skin cleansing, moisturizing, daily use, non-soap formula, vegan-friendly, biodegradable, suitable for normal, oily, or combination skin, hypoallergenic",0,0.0
Skin Clinic,ARTAH,"glycine, hyaluronic acid, lysine, arginine, proline, leucine, vitamin c, gotu kola, lycopene, grape seed, choline, coenzyme q10, zinc, astaxanthin, zeaxanthin, ascophyllum nodosum, copper, biotin, vitamin a, silica","Vitamin C, Zinc, Copper, Biotin, Vitamin A, Hyaluronic Acid, maintain normal skin hair and nails, support collagen formation, protect cells from oxidative stress, keep skin hydrated, capsule or tablet (form factor not specified), general adult audience",0,0.0
Skin Filter,The Nue Co.,"vitamin a, vitamin c, zinc, grape seed extract, melon fruit concentrate, amla fruit extract, camu camu fruit extract, pine bark extract, hypromellose, rice flour, leucine, silica","Camu Camu, Amla Berry, Vitamin A (Beta-Carotene), antioxidant protection, supports metabolism, liver health, skin health, heart health, stimulates fibroblasts, not specified, not specified",216,0.0
Skin Hydrator,The Nue Co.,"collagen, aloe leaf, grape seed, hyaluronic acid, ceramosides, wheat seed, astaxanthin, gelatin, rice flour, silica, magnesium stearate","hyaluronic acid, hydrolysed collagen, phytoceramides, grape seed extract, vitamin C, boosts skin hydration, repairs skin barrier, reduces fine lines, improves skin elasticity, protects against environmental damage and free radicals, supplement, adults",1,0.0
Skin Probiotic,Codeage,"vitamin c, acerola cherry, indian frankincense, camu camu, triphala, amla, holy basil, elecampane, fenugreek, asparagus, mangosteen, acai, huang qi, astragalus, ginger, white peony, rose hip, saccharomyces boulardii, bacillus coagulans, lactobacillus plantarum, lactobacillus paracasei, lactobacillus rhamnosus, lactobacillus casei, bifidobacterium lactis, bifidobacterium breve, bifidobacterium bifidum, lactobacillus acidophilus, lactobacillus fermentum, lactobacillus gasseri, lactobacillus helveticus, bifidobacterium longum, lactobacillus johnsonii, lactobacillus crispatus, lactobacillus bulgaricus, bacillus subtilis, bacillus clausii, phyt","vitamin C, phytoceramides, acerola cherry, camu camu, Triphala, holy basil, rose hip, ginger, broad-spectrum probiotic blend, skin support, collagen formation, vegan capsules, adults",0,0.0
Skin Restoring Ceramides,Life Extension,"wheat oil extract, rice bran oil, silica, rosemary extract","wheat ceramides, maintain skin’s natural moisture barrier, capsule, adults",0,0.0
Skin Support Bundle,ARTAH,"glycine, hyaluronic acid, lysine, arginine, proline, leucine, vitamin c, gotu kola, lycopene, grape seed, choline, coenzyme q10, zinc, astaxanthin, zeaxanthin, ascophyllum nodosum, copper, biotin, vitamin a, silica, omega 3 fatty acids, mixed tocopherols","vitamin C, zinc, biotin, copper, vitamin A, EPA, DHA, fish oil, maintain normal skin, hair, nails, support collagen formation, protect cells from oxidative stress, support heart function, support brain function, capsules, softgels, adults",0,0.0
Skin Therapy Activating Serum,Solawave,"water, glycerin, propanediol, pentylene glycol, hexanediol, diglycerin, tamarind seed gum, sodium hyaluronate, aloe vera leaf juice, caprylyl glycol, acrylates, sodium polyacrylate, nonapeptide, magnesium aspartate, zinc gluconate, copper gluconate, carbomer, trisodium ethylenediamine disuccinate, sodium hydroxide, glucose, sodium phosphate, potassium sorbate, sodium benzoate, citric acid, disodium phosphate","Hyaluronic Acid, Nona Peptide 1, Ionic Mineral Complex (magnesium, zinc, copper), enhances Solawave Skincare Wand performance, nourishes skin, hydrates, boosts luminosity, smooths and brightens skin, gel-serum, adults using Solawave Skincare Wand",13,0.207692
"Skin, Hair & Nails",Heart & Soil,"cartilage, collagen, peptides, chondroitin sulfate, bone marrow, bone liver, gelatin","collagen, bone marrow, liver extracts, grass-fed cartilage, fat-soluble Vitamins A & E, glycine, biotin, hyaluronan, riboflavin, folate, B12, choline, proteoglycan, omega-3 fatty acids (EPA & DHA), elastin, glycosaminoglycans, red and yellow bone marrow, support skin, hair, nails, tissue hydration, energy metabolism, general nutrition, capsule, adults",77,0.0
Skincare Filter Refill 2.0 - White,Filterbaby,,"activated carbon, UF filtration technology, removes chlorine, chloramine, heavy metals, contaminants, enhances skin hydration, reduces acne and skin irritation, protects and strengthens skin barrier, filter replacement for water filtration system, filter cartridge, general adult users concerned with skin health",0,0.0
Skincare Refill Kit - 30 Day Supply,LYMA,"aqua, propanediol, cetearyl alcohol, glyceryl stearate, jojoba esters, helianthus annuus seed wax, sodium stearoyl glutamate, polyglycerin-3, tocopherol, jojoba oil, macadamia seed oil esters, squalene, phytosteryl macadamiate, phytosterols, heptyl undecylenate, c13-15 alkane, lecithin, betaine, lactobacillus ferment, avena sativa kernel extract, sodium benzoate, potassium sorbate, squalane, simmondsia chinensis seed oil, sodium ascorbyl phosphate, alteromonas ferment extract, phenetyl alcohol, sodium lactate, sodium pca, glycine, fructose, urea, niacinamide, inositol, lactic acid, acetyl tetrapeptide-40, caprylyl glycol, silybum","magnesium, calcium, copper, zinc, niacin, vitamin A, vitamin E, maintain normal skin, protect skin cells from oxidative stress, serum, cream, adults",2,0.0
Skincare Water Filter 2.0 - Black,Filterbaby,,"chlorine, chloramine, microscopic contaminants, skin hydration, reduces acne, reduces skin irritation, protects skin barrier, water filter, skincare water filter, faucet filter, filter cartridge, adults",0,0.0
Skincare Water Filter 2.0 - Blue,Filterbaby,,"chlorine, chloramine, microscopic contaminants, skin hydration, reduces acne, reduces skin irritation, protects skin barrier, water filter, skincare water filter, faucet filter, filter cartridge, adults",0,0.0
Skincare Water Filter 2.0 - Chrome,Filterbaby,,"chlorine, chloramine, microscopic contaminants, skin hydration, reduces acne, reduces skin irritation, protects skin barrier, water filter, skincare water filter, faucet filter, filter cartridge, adults",0,0.0
Skincare Water Filter 2.0 - Pink,Filterbaby,,"chlorine, chloramine, microscopic contaminants, skin hydration, reduces acne, reduces skin irritation, protects skin barrier, water filter, skincare water filter, faucet filter, filter cartridge, adults",0,0.0
Skincare Water Filter 2.0 - White,Filterbaby,,"chlorine, chloramine, microscopic contaminants, skin hydration, reduces acne, reduces skin irritation, protects skin barrier, water filter, skincare water filter, faucet filter, filter cartridge, adults",0,0.0
Skinful Marine Collagen + Vitamin C - Strawberry,Bare Biology,"marine codfish collagen peptides, acerola, strawberry, rhubarb, malic acid, maltodextrin, beetroot extract, steviol glycosides, glycine, proline, hydroxyproline","type I marine collagen, vitamin C from acerola, skin health, hair health, nail health, muscle support, joint support, powder, adults",114,0.0
Skinny Scrunchies - Black,Slip,,"Slipsilk™, pure silk, secure hold, prevent hair breakage and creases, scrunchies, people with delicate or breakage-prone hair",0,0.0
Skinny Scrunchies - Blonde,Slip,,"Slipsilk™, pure silk, secure hold, prevents hair breakage and creases, scrunchies, people with delicate or breakage-prone hair",0,0.0
Skinny Scrunchies - Dark Brown,Slip,,"Slipsilk™ silk, secure hold, prevent hair breakage and creases, scrunchies, general audience",0,0.0
Skinny Scrunchies - Dark Purple,Slip,,"Slipsilk™, pure silk, secure hold, prevent hair breakage and creases, scrunchies, people with delicate or breakage-prone hair",0,0.0
Skinny Scrunchies - Forest,Slip,,"Slipsilk™, silk, secure hold, prevent hair breakage and creases, scrunchies, people with delicate or breakage-prone hair",0,0.0
Skinny Scrunchies - Golden,Slip,,"Slipsilk™ silk, secure hold, prevent hair breakage and creases, scrunchies, general audience",0,0.0
Skinny Scrunchies - Maroon,Slip,,"Slipsilk™, pure silk, secure hold, prevent hair breakage and creases, scrunchies, people with delicate or breakage-prone hair",0,0.0
Skinny Scrunchies - Navy,Slip,,"Slipsilk™, silk, secure hold, prevent hair breakage and creases, scrunchies, people with delicate or breakage-prone hair",0,0.0
Skinny Scrunchies - Red,Slip,,"Slipsilk™ silk, secure hold, prevent hair breakage and creases, scrunchies, general audience",0,0.0
Skinny Scrunchies - Sky Blue,Slip,,"Slipsilk™, pure silk, secure hold, prevents hair breakage and creases, scrunchies, people with delicate or breakage-prone hair",0,0.0
Skinny Scrunchies - White,Slip,,"Slipsilk™, pure silk, secure hold, prevent hair breakage and creases, scrunchies, people with delicate or breakage-prone hair",0,0.0
Sky Stone Diffuser,Vitruvi,,"matte ceramic, BPA-free plastic, ultrasonic technology, natural air care, diffuser, adults",15,0.0
"Sküma Starter Pack - Sküma, Super-Filter, Infusion™ Hydration Boost",Skuma Water,,"sediment filter, carbon block filter, reverse osmosis membrane, magnesium, calcium, potassium, water purification, electrolyte replenishment, hydration, water purifier system, filter replacement, plug-in device, general adult use",16,0.2
Slant Board,Pvolve,,"wood, supports feet ankles hips, improves mobility balance stability, wooden slant board, adults",14,0.0
Slate Rechargeable Electric Flosser,SLATE,,"woven floss strands, Gum Sweeps™ massage and clean gums, triple-row tongue scraper for fresher breath, oral plaque removal and gum cleaning, rechargeable electric flosser, adults",0,0.0
